Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	MLXIPL;DMTN;NLRP2B;INPP5J
GO_Biological_Process_2023	Neuron Apoptotic Process (GO:0051402)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	NGFR;TRPC5;SCN2A;CIT
GO_Biological_Process_2023	Phosphate Ion Transport (GO:0006817)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	SLC34A3;SLC34A2;SLC37A2;SLC17A7
GO_Biological_Process_2023	Positive Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070886)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	PPP3CA;PPP3R2;CHP2;TNF
GO_Biological_Process_2023	Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	PPP3CA;PPP3R2;CHP2;TNF
GO_Biological_Process_2023	Protein Insertion Into Membrane (GO:0051205)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	RTP4;RTP5;GRIN3B;EGFR
GO_Biological_Process_2023	Regulation Of Acute Inflammatory Response (GO:0002673)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	PLA2G2D;CREB3L3;OSM;KLKB1
GO_Biological_Process_2023	Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	OTX2;SPRY1;SHISA2;THBS1
GO_Biological_Process_2023	Release Of Cytochrome C From Mitochondria (GO:0001836)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	BCL2A1;FZD9;SFN;BOK
GO_Biological_Process_2023	Response To Fatty Acid (GO:0070542)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	NR1H4;FFAR1;LCP1;KCNK4
GO_Biological_Process_2023	Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)	4/19	0.5723522058856654	0.9914992643786972	0	0	1.0256609265098229	0.5723195483300098	LYN;TYROBP;SYK;PAK3
GO_Biological_Process_2023	Apical Junction Assembly (GO:0043297)	11/54	0.5730867056175248	0.9914992643786972	0	0	0.9838520125658236	0.5477283756243968	CLDN6;CLDN3;POF1B;CLDN14;CLDN9;FRMPD2;CLDN23;CLDN7;MARVELD3;CLDN16;ECT2
GO_Biological_Process_2023	Mitotic Cytokinesis (GO:0000281)	12/59	0.5740111634948779	0.9914992643786972	0	0	0.981939453478452	0.5450809086740827	ESPL1;KIF4A;NUSAP1;BIRC5;CDCA8;KIF23;KIF20A;ECT2;CENPA;CEP55;AURKB;CIT
GO_Biological_Process_2023	Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333)	12/59	0.5740111634948779	0.9914992643786972	0	0	0.981939453478452	0.5450809086740827	PTGER4;NLRP2B;PRRT2;KIF14;PYDC1;TREM2;FBXL2;ISL1;PRKCZ;IRGM;SVIP;ANKS1B
GO_Biological_Process_2023	Positive Regulation Of Protein Binding (GO:0032092)	12/59	0.5740111634948779	0.9914992643786972	0	0	0.981939453478452	0.5450809086740827	VTN;DTX3L;TERT;BDNF;HFE;CAV1;HIP1R;TRIB3;PKD1;TRIM21;MMP9;HIPK2
GO_Biological_Process_2023	Positive Regulation Of Proteolysis (GO:0045862)	12/59	0.5740111634948779	0.9914992643786972	0	0	0.981939453478452	0.5450809086740827	CYFIP2;CCBE1;CASP8;ASTL;CTSK;IL1B;CAPN3;PRSS22;TNF;CTSS;CTSC;ADRA2A
GO_Biological_Process_2023	Positive Regulation Of Transferase Activity (GO:0051347)	29/143	0.5751945861269477	0.9914992643786972	0	0	0.9782499807351468	0.541018104378925	CSF1R;PRIM2;PCNA;FLT3;DSCC1;TREM2;MST1R;AURKB;EGFR;ERBB4;MYC;NEK2;MAGEC2;EPHB4;DRD4;GINS1;CD74;GINS2;TGFB1;ADIPOQ;GINS4;APOA2;PLAAT4;MAPK15;GREM1;CD4;TRIB3;FGFR3;HLA-DRB1
GO_Biological_Process_2023	2-Oxoglutarate Metabolic Process (GO:0006103)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	GOT1;IDH1;OGDHL
GO_Biological_Process_2023	Establishment Of Protein Localization To Chromosome (GO:0070199)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	H1-5;TERT;BRCA2
GO_Biological_Process_2023	Establishment Of Spindle Localization (GO:0051293)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	ESPL1;KIF25;NUSAP1
GO_Biological_Process_2023	Inner Dynein Arm Assembly (GO:0036159)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	DNAH1;DNAH2;DNAAF1
GO_Biological_Process_2023	Mammary Gland Epithelium Development (GO:0061180)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	CSF1R;ERBB4;WNT7B
GO_Biological_Process_2023	Medium-Chain Fatty Acid Metabolic Process (GO:0051791)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	CYP4Z1;CYP4A11;CYP4A22
GO_Biological_Process_2023	Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	MCUB;MICU3;SLC25A23
GO_Biological_Process_2023	Negative Regulation Of Androgen Receptor Signaling Pathway (GO:0060766)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	SFRP1;ZBTB7A;NODAL
GO_Biological_Process_2023	Negative Regulation Of Defense Response To Virus (GO:0050687)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	TSPAN6;IRGM;MICB
GO_Biological_Process_2023	Negative Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010801)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	DMTN;DGKQ;PPEF2
GO_Biological_Process_2023	Pancreas Development (GO:0031016)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	DNAAF1;PTF1A;ISL1
GO_Biological_Process_2023	Photoreceptor Cell Development (GO:0042461)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	TH;CDHR1;PCARE
GO_Biological_Process_2023	Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	IL1B;IL12RB1;CCR2
GO_Biological_Process_2023	Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	IL1B;TNF;ADRA2A
GO_Biological_Process_2023	Positive Regulation Of Protein-Containing Complex Disassembly (GO:0043243)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	SLN;IRGM;TNF
GO_Biological_Process_2023	Positive Regulation Of Transporter Activity (GO:0032411)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	PON1;SYNGR3;SGK2
GO_Biological_Process_2023	Primary Alcohol Metabolic Process (GO:0034308)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	TKTL1;CYP11A1;CYP11B1
GO_Biological_Process_2023	Regulation Of MHC Class II Biosynthetic Process (GO:0045346)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	IL10;TMEM106A;PF4
GO_Biological_Process_2023	Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090189)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	GDNF;SMO;SIX1
GO_Biological_Process_2023	Regulation Of Cholesterol Storage (GO:0010885)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	MSR1;TREM2;LCP1
GO_Biological_Process_2023	Response To Muscle Stretch (GO:0035994)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	RYR2;TCAP;TTN
GO_Biological_Process_2023	Smooth Muscle Contraction (GO:0006939)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	CHRNB2;EDNRA;MYH11
GO_Biological_Process_2023	Striated Muscle Tissue Development (GO:0014706)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	MYL7;SGCD;SGCZ
GO_Biological_Process_2023	Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084)	3/14	0.5755442267735487	0.9914992643786972	0	0	1.0489815712900097	0.579498544747695	NELL1;VEGFD;PGF
GO_Biological_Process_2023	Regulation Of Cellular Component Organization (GO:0051128)	31/153	0.5777611511691121	0.9914992643786972	0	0	0.9771248238985656	0.536045527951725	HJURP;TNC;KIF14;STON1;WFDC1;MKI67;TNF;KLK8;SLC6A2;AURKA;SOCS2;SLITRK4;PAK6;SPOCK1;CD177;PACSIN1;CISH;SEMA4D;SLC2A10;WNT5A;HIP1R;IRGM;ERMN;BLTP1;CAMSAP3;RIT2;ANGPTL7;NRG3;SGK2;CD22;MCM2
GO_Biological_Process_2023	Peptidyl-Serine Phosphorylation (GO:0018105)	32/158	0.5790124062178674	0.9914992643786972	0	0	0.9766149194720624	0.5336530329653031	CAMK2B;BRSK1;PNCK;MAST3;MAST1;CAMK2A;TTK;PRKCZ;PKD1;TTBK1;TTBK2;AURKA;CAMKV;CLSPN;PCK1;PRKCG;SRPK3;HIPK4;CAMK1D;PRKCB;PRKCE;DCLK3;HIPK2;DGKQ;CAMK4;CDK2;MYO3A;CDK1;MAP3K10;SGK2;CAMK1G;CDK5R1
GO_Biological_Process_2023	IMP Metabolic Process (GO:0046040)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	NT5C1A;AMPD1
GO_Biological_Process_2023	Wnt Signaling Pathway Involved In Midbrain Dopaminergic Neuron Differentiation (GO:1904953)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	WNT5A;WNT1
GO_Biological_Process_2023	Apical Protein Localization (GO:0045176)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	MAL;CELSR1
GO_Biological_Process_2023	cAMP Biosynthetic Process (GO:0006171)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	ADCY10;ADCY5
GO_Biological_Process_2023	Camera-Type Eye Morphogenesis (GO:0048593)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	TENM3;TH
GO_Biological_Process_2023	Carbohydrate Phosphorylation (GO:0046835)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	HK3;HK2
GO_Biological_Process_2023	Cell Differentiation In Spinal Cord (GO:0021515)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	DRAXIN;ISL1
GO_Biological_Process_2023	Chloride Ion Homeostasis (GO:0055064)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	SLC12A5;SLC12A1
GO_Biological_Process_2023	Ectoderm Development (GO:0007398)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	EDA2R;KRT6B
GO_Biological_Process_2023	Excitatory Synapse Assembly (GO:1904861)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	WNT5A;SHANK3
GO_Biological_Process_2023	Forelimb Morphogenesis (GO:0035136)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	TFAP2A;OSR2
GO_Biological_Process_2023	Fructose 6-Phosphate Metabolic Process (GO:0006002)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	HK3;HK2
GO_Biological_Process_2023	Glucan Biosynthetic Process (GO:0009250)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	GYS2;NR1D1
GO_Biological_Process_2023	Glycogen Biosynthetic Process (GO:0005978)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	GYS2;NR1D1
GO_Biological_Process_2023	High-Density Lipoprotein Particle Assembly (GO:0034380)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	APOA2;ABCA7
GO_Biological_Process_2023	Homocysteine Metabolic Process (GO:0050667)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	DPEP1;NOX4
GO_Biological_Process_2023	Hormone Transport (GO:0009914)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	FFAR4;SLC22A9
GO_Biological_Process_2023	Iron Ion Transmembrane Transport (GO:0034755)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	ABCC5;SLC40A1
GO_Biological_Process_2023	Ketone Biosynthetic Process (GO:0042181)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	CYP11B1;CACNA1H
GO_Biological_Process_2023	Leukotriene D4 Biosynthetic Process (GO:1901750)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	GGT6;GGTLC3
GO_Biological_Process_2023	Long-Chain Fatty Acid Import Into Cell (GO:0044539)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	SPX;SLC27A2
GO_Biological_Process_2023	Mitochondrion Morphogenesis (GO:0070584)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	MYH7B;WASF1
GO_Biological_Process_2023	Monoatomic Anion Homeostasis (GO:0055081)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	SLC12A5;SLC12A1
GO_Biological_Process_2023	Morphogenesis Of An Epithelial Sheet (GO:0002011)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	SOX11;BMP5
GO_Biological_Process_2023	Muscle Cell Migration (GO:0014812)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	ITGB3;SIX1
GO_Biological_Process_2023	Necroptotic Process (GO:0070266)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	RIPK3;FASLG
GO_Biological_Process_2023	Negative Regulation Of Bone Resorption (GO:0045779)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	TMEM119;CARTPT
GO_Biological_Process_2023	Negative Regulation Of Delayed Rectifier Potassium Channel Activity (GO:1902260)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	KCNE3;KCNAB1
GO_Biological_Process_2023	Negative Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034115)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	IL10;IL1RN
GO_Biological_Process_2023	Negative Regulation Of Lipid Localization (GO:1905953)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	ITGB3;TNF
GO_Biological_Process_2023	Negative Regulation Of Necroptotic Process (GO:0060546)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	CASP8;FZD9
GO_Biological_Process_2023	Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	TWIST1;TREM2
GO_Biological_Process_2023	Negative Regulation Of Protein Autophosphorylation (GO:0031953)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	NLRP12;CAV1
GO_Biological_Process_2023	Negative Regulation Of Protein Maturation (GO:1903318)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	GAS1;USP17L2
GO_Biological_Process_2023	Negative Regulation Of Telomerase Activity (GO:0051974)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	PIF1;TP53
GO_Biological_Process_2023	Nucleobase-Containing Compound Biosynthetic Process (GO:0034654)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	TERT;TYMS
GO_Biological_Process_2023	Organic Hydroxy Compound Catabolic Process (GO:1901616)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	LDHD;PDXP
GO_Biological_Process_2023	Phosphatidylethanolamine Acyl-Chain Remodeling (GO:0036152)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	MBOAT1;PLAAT4
GO_Biological_Process_2023	Pinocytosis (GO:0006907)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	PYCARD;DOCK2
GO_Biological_Process_2023	Positive Regulation Of mRNA 3'-End Processing (GO:0031442)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	CPEB1;CPEB3
GO_Biological_Process_2023	Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	SHH;MYC
GO_Biological_Process_2023	Positive Regulation Of Mitochondrial Membrane Permeability (GO:0035794)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	HIP1R;BOK
GO_Biological_Process_2023	Positive Regulation Of Protein Kinase A Signaling (GO:0010739)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	TCIM;ADIPOQ
GO_Biological_Process_2023	Postsynapse Assembly (GO:0099068)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	NRXN1;WNT5A
GO_Biological_Process_2023	Presynaptic Membrane Organization (GO:0097090)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	PTPRD;IL1RAPL1
GO_Biological_Process_2023	Primary Alcohol Catabolic Process (GO:0034310)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	SULT1A1;SULT1A2
GO_Biological_Process_2023	Protein K6-linked Ubiquitination (GO:0085020)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	UBE2T;TRIM21
GO_Biological_Process_2023	Protein Localization To Microtubule Cytoskeleton (GO:0072698)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	MAPRE3;FAM83D
GO_Biological_Process_2023	Purine Nucleobase Metabolic Process (GO:0006144)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	TTR;DPYD
GO_Biological_Process_2023	Receptor Guanylyl Cyclase Signaling Pathway (GO:0007168)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	NPPC;GUCY2F
GO_Biological_Process_2023	Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001185)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	HFE;LILRB1
GO_Biological_Process_2023	Regulation Of Animal Organ Morphogenesis (GO:2000027)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	SHH;SMO
GO_Biological_Process_2023	Regulation Of Bile Acid Biosynthetic Process (GO:0070857)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	NR1H4;NR1D1
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	MYOCD;TGFB1
GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion Involved In Gastrulation (GO:0070587)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	IL10;IL1RN
GO_Biological_Process_2023	Regulation Of Complement-Dependent Cytotoxicity (GO:1903659)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	IL10;CR1L
GO_Biological_Process_2023	Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	KLRB1;RIPK3
GO_Biological_Process_2023	Regulation Of Mast Cell Activation Involved In Immune Response (GO:0033006)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	LYN;CD300A
GO_Biological_Process_2023	Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	LYN;SYK
GO_Biological_Process_2023	Serotonin Transport (GO:0006837)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	SLC22A3;SLC18A2
GO_Biological_Process_2023	Vasoconstriction (GO:0042310)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	EDNRA;KEL
GO_Biological_Process_2023	Wound Healing, Spreading Of Epidermal Cells (GO:0035313)	2/9	0.5827847766187326	0.9914992643786972	0	0	1.098943722943723	0.5933607353109807	MMP12;ITGA5
GO_Biological_Process_2023	Negative Regulation Of Developmental Process (GO:0051093)	22/109	0.5844616494323888	0.9936274032806464	0	0	0.9724389936578604	0.5222620854078189	SPI1;TGFB1;ACTL6B;BCL11A;ACTL6A;FOXJ1;LOXL2;GREM1;NEUROD2;RPS6KA6;SFRP1;SHH;GRIN3A;WNT11;SFRP5;PRAME;ALPK2;SINHCAF;KIAA0319;FGFR3;SLC18A1;RAPGEF3
GO_Biological_Process_2023	Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	22/109	0.5844616494323888	0.9936274032806464	0	0	0.9724389936578604	0.5222620854078189	TGFB1;EGF;CAV1;FZD9;PLEKHA4;EGFR;COL1A1;SFRP4;SCEL;DEPDC1B;SFRP1;LBX2;TERT;DAAM2;PTK7;WNK2;RSPO3;RSPO1;LGR5;SOX4;RSPO4;TLR2
GO_Biological_Process_2023	Regulation Of Cell Differentiation (GO:0045595)	39/193	0.587257866703714	0.9980174674582244	0	0	0.973773413474979	0.5183310769195068	PTPRR;PLEKHB1;RORC;SIX1;GATA3;TNF;KLK6;SHH;RELN;FGF8;NEUROD4;SCIN;MDK;SPOCK2;NTF3;TNR;PRAME;CCN2;TFAP2A;TGFB1;ZFHX2;ACTL6B;BDNF;ACTL6A;LIF;NR1D1;ISL1;RUNX3;ALOX15B;BLTP1;RUNX1;GREM1;NELL1;GDNF;BIN1;SNAI2;GNB3;SINHCAF;CDK5R1
GO_Biological_Process_2023	Regulation Of Cell-Matrix Adhesion (GO:0001952)	13/65	0.5994015672642019	0.9999963664018776	0	0	0.9614122508507535	0.4920733921925763	MYOC;CCL21;CDKN2A;NEXMIF;CD3E;THBS1;AJAP1;CAMSAP3;BST1;SFRP1;PLAU;PTK2B;HOXA7
GO_Biological_Process_2023	Phosphatidylcholine Metabolic Process (GO:0046470)	11/55	0.5996240167411324	0.9999963664018776	0	0	0.9614310009718172	0.4917262495586623	CETP;PLA2G2D;LIPC;PLA2G10;PON1;PLA2G2A;APOA2;MBOAT1;PLA2G4A;PLA2G3;PLAAT4
GO_Biological_Process_2023	Cell Chemotaxis (GO:0060326)	10/50	0.6000576438336982	0.9999963664018776	0	0	0.9614403692008744	0.4910360122330314	NELL1;NR4A1;HOXB9;BIN2;CCL21;CCL20;ARHGEF16;KIT;TNFRSF25;AZU1
GO_Biological_Process_2023	Positive Regulation Of Fat Cell Differentiation (GO:0045600)	10/50	0.6000576438336982	0.9999963664018776	0	0	0.9614403692008744	0.4910360122330314	FNDC5;CDS1;SFRP1;ADIRF;SIX1;LCP1;GDF3;VSTM2A;ADIG;CMKLR1
GO_Biological_Process_2023	Pyruvate Metabolic Process (GO:0006090)	10/50	0.6000576438336982	0.9999963664018776	0	0	0.9614403692008744	0.4910360122330314	HK3;PKLR;UCP2;ME1;GAPDHS;PGAM4;ALDOB;PCK1;HK2;LDHAL6A
GO_Biological_Process_2023	Endocytosis (GO:0006897)	38/189	0.6004836109430264	0.9999963664018776	0	0	0.9676032774087804	0.4934969559916469	ITGB2;MST1R;LRP2;CXCL16;P2RY6;MRC1;REPS2;CD14;WASF1;ELANE;MSR1;ANXA1;CD93;ANXA3;CAV1;SFTPD;HIP1R;SYP;HSPG2;BLTP1;SYT7;DNM1;DNM3;EPN3;MARCO;EHD3;TAFA4;ADORA2A;BIN1;MYL1;CEACAM4;AMPH;ENTHD1;CD302;RHOV;FCGR2B;STEAP2;FOLR1
GO_Biological_Process_2023	Chromosome Organization (GO:0051276)	9/45	0.6007972219586432	0.9999963664018776	0	0	0.9614497328800388	0.4898565260652748	TOP2A;H1-5;H1-7;CENPW;CENPH;MYC;NUF2;CDCA8;H1-3
GO_Biological_Process_2023	Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912)	9/45	0.6007972219586432	0.9999963664018776	0	0	0.9614497328800388	0.4898565260652748	RTP4;RTP5;TAS2R8;TAS2R20;GNAT2;TAS2R13;LPO;TAS2R3;TAS2R4
GO_Biological_Process_2023	L-alpha-amino Acid Transmembrane Transport (GO:1902475)	8/40	0.6019493225765946	0.9999963664018776	0	0	0.9614590920126244	0.4880193470935741	SLC7A7;SLC1A2;SLC17A7;SLC1A6;SLC6A20;SLC1A7;SLC6A2;SLC25A22
GO_Biological_Process_2023	Aortic Valve Development (GO:0003176)	8/40	0.6019493225765946	0.9999963664018776	0	0	0.9614590920126244	0.4880193470935741	TGFB1;TWIST1;SNAI2;GATA4;EMILIN1;GATA3;SLIT2;NKX2-5
GO_Biological_Process_2023	Establishment Of Spindle Orientation (GO:0051294)	7/35	0.6036746058659925	0.9999963664018776	0	0	0.9614684466019418	0.4852723142040662	MOS;DYNLT1;KIF25;CENPA;MISP;NDC80;MAD2L1
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	7/35	0.6036746058659925	0.9999963664018776	0	0	0.9614684466019418	0.4852723142040662	PYCARD;PPP1R13B;CASP6;ZNF385B;TP53;BOK;HIPK2
GO_Biological_Process_2023	Liver Development (GO:0001889)	7/35	0.6036746058659925	0.9999963664018776	0	0	0.9614684466019418	0.4852723142040662	NKX2-8;DNAAF1;PCSK9;PCK1;E2F7;AURKA;E2F8
GO_Biological_Process_2023	Positive Regulation Of Cell Development (GO:0010720)	7/35	0.6036746058659925	0.9999963664018776	0	0	0.9614684466019418	0.4852723142040662	CX3CR1;KHDC3L;RGS14;SOX11;LRP2;OPRM1;HOXA11
GO_Biological_Process_2023	Artery Morphogenesis (GO:0048844)	6/30	0.6062276809884145	0.9999963664018776	0	0	0.9614777966512982	0.4812193028917991	NELL1;ANGPTL3;HOXA1;LRP2;FOLR1;STRA6
GO_Biological_Process_2023	Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	6/30	0.6062276809884145	0.9999963664018776	0	0	0.9614777966512982	0.4812193028917991	LYN;FCN2;TYROBP;SYK;LILRA2;PAK3
